date	All_India	South	North	West	East	NorthEast
20161014	41	38.6	42.1	40.2	39.4	53.8
20161015	40.9	38.6	42.1	40.2	39	53.7
20161016	40.9	38.6	42.1	40.1	38.9	53.6
20161017	40.8	38.6	42.1	40	38.7	53.4
20161018	40.8	38.7	42.1	40.1	38.2	53.3
20161019	40.8	38.8	42.1	40.2	37.9	53.2
20161020	40.8	38.9	42.1	40.2	38.2	53.1
20161021	40.7	39	42	40.2	38	53
20161022	40.7	39	42	40.2	38.1	53
20161023	40.7	39	42	40.2	38.7	53
20161024	40.8	39	42	40.2	39.2	53
20161025	40.8	39	42	40.3	39.3	53
20161026	40.9	39	41.9	40.4	39.4	53
20161027	40.8	39	41.7	40.4	39.4	53
20161028	40.8	39	41.6	40.4	39.3	53
20161029	40.8	39	41.6	40.6	39.4	53
20161030	40.9	39.1	41.6	40.7	40	52.1
20161031	40.9	39	41.6	40.7	39.6	52.1
20161101	40.8	38.9	41.6	40.7	39.1	51.3
20161102	40.7	38.9	41.4	40.7	38.8	50.6
20161103	40.7	39	41.4	40.6	38.9	49.6
20161104	40.7	39.1	41.6	40.3	39.3	48.6
20161105	40.8	39.2	41.8	40.2	39.9	47.6
20161106	40.8	39.3	41.9	40.1	40.4	46.6
20161107	40.8	39.3	41.9	40	40.4	46.6
20161108	40.8	39.2	41.9	40	40.1	47
20161109	40.8	39.3	41.8	40.1	40.2	46.6
20161110	40.9	39.4	41.7	40.2	40.3	46.9
20161111	41	39.4	41.8	40.2	40.7	47.2
20161112	41	39.3	41.7	40.2	41	47.8
20161113	41	39.2	41.7	40.3	41	48.3
20161114	41	39.1	41.7	40.3	41	48.9
20161115	41	39	41.7	40.3	40.6	49.4
20161116	41	39	41.7	40.3	40.2	49
20161117	41	39	41.7	40.2	40.2	49
20161118	41	39	41.8	40.1	40.6	49
20161119	41	39.1	41.9	40	40.9	48.8
20161120	41	39.1	41.9	40	40.9	48.8
20161121	41	39.2	42	40	40.9	48.3
20161122	41	39.2	42	40.1	40.6	48.9
20161123	41	39.2	42.1	40.1	40.2	49.4
20161124	41	39.2	42.1	40.1	40.6	50
20161125	41	39.2	42.1	40.1	40.9	50.4
20161126	41	39.2	42.1	40.1	41.2	50.9
20161127	41	39.2	42.1	40.1	41.2	51.3
20161128	41	39.1	42.1	40.1	41.2	52
20161129	41	39.1	42.1	40	41.1	52.4
20161130	41	39	42.1	40.1	40.7	53.3
20161201	41	39	42.1	40.1	40.4	53.2
20161202	41	39	42	40.2	40.3	53.1
20161203	41	39	42	40.2	40.3	53
20161204	41	39	42	40.3	40	53
20161205	41	39	41.9	40.3	39.9	53
20161206	40.9	39	41.8	40.4	39.4	53
20161207	40.9	39	41.8	40.6	39	53
20161208	40.9	39	41.7	40.8	38.7	53
20161209	40.9	39	41.7	40.7	39	53
20161210	40.9	39	41.7	40.6	39.6	53
20161211	40.9	39	41.7	40.4	39.9	53
20161212	40.9	39	41.7	40.4	39.9	53
20161213	40.9	39	41.7	40.6	39.8	53
20161214	40.9	39	41.7	40.7	39.6	53
20161215	41	39	41.8	40.6	39.9	53
20161216	41	39	41.8	40.4	40.2	53
20161217	41	39	41.9	40.3	40.6	53
20161218	41	39	41.9	40.3	40.6	53
20161219	41	39	41.9	40.3	40.4	52.8
20161220	41	39	41.9	40.6	40.1	52.6
20161221	41	39	42	40.8	39.8	52.3
20161222	41	39	42	40.8	39.7	52.1
20161223	41	39	42.1	40.9	39.4	51.9
20161224	41	39	42.1	40.9	39.4	51.7
20161225	41	39	42.1	40.9	39.6	51.4
20161226	41	39	42.1	40.9	39.7	51.2
20161227	41	39	42.1	41.1	39.2	51
20161228	40.9	39	41.9	41.3	38.8	51
20161229	40.9	39	41.9	41.3	38.7	51
20161230	40.9	39	41.8	41.1	39.1	51
20161231	40.9	39	41.8	40.9	39.7	51
20170101	40.9	39	41.7	40.9	39.7	51
20170102	40.9	39	41.7	41.1	39.2	51
20170103	40.9	39	41.7	41.3	38.7	51
20170104	40.8	39	41.4	41.4	38.1	51
20170105	40.8	39	41.4	41.3	38.1	51
20170106	40.9	39	41.6	41.1	38.7	51
20170107	40.9	39	41.6	40.9	39.2	51
20170108	40.9	39	41.6	41.1	38.8	51
20170109	40.8	39	41.4	41.3	38.2	51
20170110	40.7	39	41.4	41.3	38.2	51
20170111	40.6	39	41.3	41.3	38.2	51
20170112	40.6	39	41.3	41.3	38.2	51
20170113	40.7	39	41.6	41.4	38.2	51
20170114	40.7	39	41.6	41.6	38.2	51
20170115	40.7	39	41.7	41.8	37.7	51
20170116	40.7	39	41.7	42	37.1	51
20170117	40.7	39	41.7	42	37	50.7
20170118	NA	NA	NA	NA	NA	NA
20170119	NA	NA	NA	NA	NA	NA
20170120	NA	NA	NA	NA	NA	NA
20170121	NA	NA	NA	NA	NA	NA
